标题,室数,厅数,卫数,面积,朝向,楼层数,建造时间,小区,行政区,街道,门牌号,单价,总价
招商江湾国际精装3房老证随时看房,3,2,2,108.06㎡,南北,低层(共33层),2018年建造,招商江湾国际,硚口,古田,古田二路,13387元/㎡,145万
正南 2室2厅 精装修,2,2,1,90.85㎡,南,中层(共6层),2013年建造,卧龙丽景湾香山苑,东西湖,金银湖,金南一路特1号,10828元/㎡,98万
房东诚心出售，中间楼层，前后阳台看花园，随时看房,3,2,2,118.48㎡,南,中层(共27层),2022年建造,百步亭和谐里,江岸,后湖,和谐大道555号,14791元/㎡,175万
正南 2室2厅 企业力荐好房诚意出售,2,2,1,92.05㎡,南,高层(共33层),2012年建造,铂金天地,武昌,团结大道,沙湖路9号,14818元/㎡,136万
8号线11号线双地铁口 满二 两房朝南  南北通透 楼层好,2,2,1,68.62㎡,南北,低层(共7层),1998年建造,马房山教师小区,洪山,街道口,珞狮路395号,12287元/㎡,84万
     华润紫云府 婚房装修 采光好 业主急售 看房方便,3,2,1,90.05㎡,南北,中层(共34层),2017年建造,华润紫云府(二期),洪山,白沙洲,白沙四路50号,13402元/㎡,121万
捡漏！有钥匙一口价112万，低于市场价中高层无遮挡随时看,3,2,2,99.18㎡,南北,高层(共27层),2018年建造,保利清能西海岸(南区),江夏,藏龙岛,杨桥湖大道,9585元/㎡,95万
纽宾凯公园里  4房  老证  双地铁口  精装修,4,2,2,142.99㎡,南北,高层(共46层),2019年建造,纽宾凯公园里,汉阳,王家湾,赫山路,14742元/㎡,211万
98平 满二  住房 南北通透 电梯房 看房方便 有钥匙,3,2,1,98.61㎡,南北,中层(共31层),2016年建造,汉北大全景,黄陂,武湖,汉口北大道,6639元/㎡,65万
（新上）新小区满两年20楼清水毛坯三房满两年首付两成,3,2,1,88.75㎡,南,高层(共33层),2018年建造,东方雨林,江夏,庙山,阳光大道,8718元/㎡,77万
长江新区D铁口，中间楼层三房两卫，大横厅，双阳台,3,2,2,97.65㎡,南北,中层(共18层),2013年建造,翰林雅居,黄陂,武湖,庙咀路,6349元/㎡,62万
新出清江山水3期，好地段精装修，必看好房，懂得来，必入！,2,2,1,80.37㎡,南北,高层(共33层),2016年建造,清江山水,洪山,光谷软件园,软件园中路10号,15942元/㎡,128万
南北通透 3室2厅 企业力荐好房诚意出售,3,2,2,137.2㎡,南北,高层(共7层),2001年建造,青翠苑社区房产院,青山,友谊大道,"青翠苑60-61,76-79门",7351元/㎡,101万
正南 3室2厅 精装修,3,2,1,91.01㎡,南,低层(共32层),2014年建造,世茂锦绣长江(4期),汉阳,鹦鹉,滨江大道192号,16803元/㎡,153万
正南 3室2厅 精装修,3,2,2,101.44㎡,南,高层(共34层),2019年建造,龙庭华府,蔡甸,蔡甸城区,汉江大道,5704元/㎡,58万
正南 2室2厅 精装修,2,2,1,89.14㎡,南,中层(共34层),2016年建造,光明上海公馆,江岸,后湖,塔子湖东路,17619元/㎡,157万
瑞园住宅小区93平精装2室2厅1卫,2,2,1,93㎡,南北,中层(共33层),2016年建造,瑞园住宅小区,汉阳,钟家村,五龙路,10489元/㎡,98万
中央公馆四期两房精装修央企品质 近地铁保养好拎包入住随时看,2,2,1,74.55㎡,南北,低层(共34层),2016年建造,保利中央公馆(G17-G22栋),洪山,新南湖,平安路5号,16410元/㎡,122万
正南 3室2厅 企业力荐好房诚意出售,3,2,2,122.68㎡,南,高层(共45层),2015年建造,东原乐见城(K2地块),洪山,白沙洲,南李路105号,12668元/㎡,155万
洪山万科广场旁万科城市之光 纯新边户3房 业主诚心卖有钥匙！,3,2,2,122.93㎡,南北,低层(共33层),2022年建造,万科城市之光,洪山,白沙洲,白沙洲大道,16139元/㎡,198万
有车位 5楼好房 三房朝南 采光充足 欢迎看房 阳光花园,3,2,2,112.88㎡,南北,高层(共7层),2005年建造,阳光花园(新湾五路),江汉,杨汊湖,新湾五路105号,13914元/㎡,157万
房源采光好，南北通透，业主诚意出,3,2,1,91.9㎡,南北,高层(共18层),2014年建造,武湖新天地(北区),黄陂,武湖,武黄路,6476元/㎡,60万
房管备案好房保利3室产证满五 婚房精装 诚售随时可以看房,3,2,1,86.32㎡,南北,中层(共24层),2013年建造,保利海上五月花(一期),江夏,庙山,江夏大道31号,9098元/㎡,79万
捡漏地铁口带露台 单价8000电梯房 谁是可看,3,2,2,129.96㎡,南北,低层(共11层),2008年建造,海景花园(C区),东西湖,吴家山,二雅路50号,6870元/㎡,89万
正南 3室2厅 精装修,3,2,2,107.82㎡,南,中层(共32层),2017年建造,美联德玛假日(二期),东西湖,吴家山,黄狮海东路,8434元/㎡,91万
万科物业自营，三室二厅二卫精装未住过,3,2,2,117.37㎡,南北,中层(共32层),2016年建造,金湖听语,东西湖,金银湖,南一街2号,13240元/㎡,155万
顶琇晶城汉口火车站电梯房 共享CBD和天街,3,2,2,115.4㎡,南,低层(共34层),2009年建造,顶琇晶城,江汉,唐家墩,发展大道299号,14685元/㎡,169万
建二众园商圈 吾行里 南北通透 109平 居家自住 保养好,3,2,1,109.25㎡,南北,低层(共30层),2017年建造,吾行里,青山,建设二路,和平大道1248号,16797元/㎡,184万
沙湖必看好房 两室精装 国际城一期 中间楼层 随时看房,2,2,1,92.24㎡,南,高层(共32层),2001年建造,福星惠誉国际城(1期),武昌,团结大道,徐东大街28号,19088元/㎡,176万
正南 3室2厅 企业力荐好房诚意出售,3,2,2,101.33㎡,南,高层(共26层),2007年建造,新域柠檬特区,洪山,光谷广场,卓刀泉路410号,13868元/㎡,141万
联投金色港湾  电梯洋房 户型方正  朝南采光好,3,2,1,90.88㎡,南,高层(共7层),2018年建造,联投金色港湾,沌口开发区,江汉大学,博学路6号,14553元/㎡,132万
南北通透 2室2厅 精装修,2,2,1,90.03㎡,南北,中层(共27层),2015年建造,长航蓝晶国际A区,洪山,关山,高新大道116号,18823元/㎡,169万
满五   南北通透 2室2厅,2,2,1,81.09㎡,南北,中层(共7层),2003年建造,绿之苑,洪山,关西,雄楚大道937号,14170元/㎡,115万
南北通透 101平 满二 电梯房 星河2049 楼层好 视野,3,2,2,101.85㎡,南北,高层(共44层),2020年建造,星河2049,江岸,百步亭,温馨路,13148元/㎡,134万
南北通透 3室2厅 企业力荐好房诚意出售,3,2,2,124.65㎡,南北,低层(共30层),2020年建造,招商一江璟城(北区),青山,红钢城,建设六路5号,16115元/㎡,201万
房源采光好，南北通透，业主诚意出,3,2,2,111.62㎡,南北,高层(共18层),2016年建造,汉北大全景,黄陂,武湖,汉口北大道,7036元/㎡,79万
汉阳王家湾摩尔城旁，精装三室，南北通透，楼层好拎包入住,3,2,2,120.75㎡,南,高层(共46层),2019年建造,人信汇天誉,汉阳,王家湾,龙阳大道62号,15608元/㎡,188万
房东直降10万。现在155万 ，王家湾中央商圈,3,2,1,106.9㎡,南北,高层(共34层),2018年建造,王家湾中央生活区,汉阳,王家湾,汉阳大道,12759元/㎡,136万
正南 2室2厅 精装修,2,2,1,77.14㎡,南,中层(共34层),2019年建造,保利新武昌,洪山,白沙洲,张家湾路8号,17253元/㎡,133万
正南 2室2厅 企业力荐好房诚意出售,2,2,1,88.31㎡,南,高层(共18层),2007年建造,馨都雅园,武昌,杨园,和平大道751号,15445元/㎡,136万
精装修 3室2厅 电梯房 125平 东原启城(二期) 看房方,3,2,2,125.47㎡,南北,高层(共41层),2019年建造,东原启城(二期),洪山,白沙洲,烽胜路,13770元/㎡,173万
85平85万急售 罗家墩新寓 精装好两房 南北通透 拎包入住,2,2,1,84.97㎡,南北,低层(共6层),2006年建造,罗家墩新寓,硚口,古田,沿河大道629号,8269元/㎡,70万
2室2厅 双地铁 近公园 物业还好 家电全送 急卖可谈,2,2,1,80㎡,南北,低层(共31层),2020年建造,武汉恒大帝景,东西湖,吴家山,金山大道889号,9196元/㎡,74万
保利五月花，装修保养好，满二年，诚心卖，价格可以谈,3,2,1,86㎡,南北,低层(共24层),2014年建造,保利海上五月花(一期),江夏,庙山,江夏大道31号,9131元/㎡,79万
（真）保利新武昌 地铁口  边户精装三房,3,2,1,127.31㎡,南北,高层(共37层),2018年建造,保利新武昌,洪山,白沙洲,张家湾路8号,14025元/㎡,179万
谷尚居 电梯房 79平 2室2厅 诚心出售 价格可议,2,2,1,79.36㎡,南,高层(共11层),2009年建造,谷尚居,江夏,金融港,高新四路8号,13541元/㎡,107万
满二   正南 3室2厅 精装修,3,2,1,90.65㎡,南,中层(共18层),2017年建造,中国铁建梧桐苑,江夏,金融港,民族大道324号,17326元/㎡,157万
南北通透 刚需两房 地铁口 低密度 低总价 小高层 急售！,2,2,1,91.58㎡,南北,中层(共18层),2011年建造,汉口花园幽兰居,江岸,后湖,秋桂街19号,12817元/㎡,117万
正南 2室2厅 企业力荐好房诚意出售,2,2,1,87.18㎡,南,中层(共32层),2010年建造,领秀城(一期),洪山,卓刀泉,雄楚大道489号,17731元/㎡,155万
房东急售 随时看房 精装两房 拎包入住,2,2,1,86㎡,南北,中层(共34层),2015年建造,清江锦城玺园,洪山,白沙洲,烽胜路55号,13360元/㎡,115万
急售汉口北轻轨旁精装修3房2厅，家电齐全拎包入住证满,3,2,1,117.14㎡,南北,高层(共34层),2019年建造,滠水春晓二期,黄陂,滠口,睿思路,6916元/㎡,81万
南北通透 3室2厅 企业力荐好房诚意出售,3,2,1,114.13㎡,南北,中层(共33层),2015年建造,清江锦城沁园,洪山,白沙洲,白沙园路59号,12240元/㎡,140万
一线江景房 毛坯两房，老证,3,2,1,91.22㎡,南,高层(共57层),2006年建造,世茂锦绣长江5期,汉阳,钟家村,滨江大道193号,18124元/㎡,165万
正南 3室2厅 企业力荐好房诚意出售,3,2,1,94.26㎡,南,中层(共11层),2005年建造,金地格林小城美茵区,洪山,珞狮南路,书城路81号,19205元/㎡,181万
满二，豪 华装修，8326平复式楼，3房2卫，采光好,3,2,2,83.25㎡,南,低层(共33层),2017年建造,东原湖光里,洪山,白沙洲,黄家湖大道501号,14100元/㎡,117万
八号线地铁口文昌路站旁珞珈雅苑精装两房产证满二中高层采光好,2,2,1,89.41㎡,南北,高层(共32层),2014年建造,珞珈雅苑,洪山,新南湖,书城路369号,13775元/㎡,123万
正南 3室2厅 精装修,3,2,2,114.25㎡,南,低层(共44层),2019年建造,融创融公馆(二期),江岸,后湖,青松路259号,15194元/㎡,174万
古南社区74.39平69万2室1厅1卫,2,1,1,74.39㎡,西,中层(共7层),2000年建造,古南社区,硚口,古田,田文街16号,7778元/㎡,58万
正南 3室2厅 企业力荐好房诚意出售,3,2,2,117.21㎡,南,高层(共31层),2019年建造,菁英城(二期),洪山,白沙洲,八坦路,11143元/㎡,131万
万科玉玺滨江急售！诚心卖！正规通透四房两厅两卫，拎包入住看江,4,2,3,220.32㎡,南北,高层(共52层),2021年建造,伟鹏万科御玺滨江,江岸,二七路,解放大道1568号,38835元/㎡,856万
九龙涺 南北通透 87平 电梯房 房东急置换 诚意买房,2,2,1,87.55㎡,南北,中层(共31层),2010年建造,九龙涺,武昌,武泰闸,白沙洲大道555号,15862元/㎡,139万
正南 3室2厅 企业力荐好房诚意出售,3,2,2,104.63㎡,南,低层(共33层),2016年建造,玉带家园,硚口,武胜路,京汉大道370-374号,15643元/㎡,164万
白沙六路地铁口，中高楼层，次新房，看房方便,2,2,1,81.06㎡,南北,高层(共33层),2020年建造,胜利丰园,洪山,白沙洲,烽胜路88号,9076元/㎡,74万
光谷核心地段 南北通透 满二 保利华都 采光好 业主急售,2,2,1,91.55㎡,南北,高层(共34层),2008年建造,保利华都,洪山,卓刀泉,虎泉街299号,22393元/㎡,205万
光谷金融港  大三房两卫 业主婚房装修   保养很好,3,2,2,104.69㎡,南,低层(共35层),2017年建造,旭辉御府,江夏,东湖高新,高新四路,13897元/㎡,145万
正南 3室2厅 精装修,3,2,2,111.25㎡,南,高层(共18层),2012年建造,珩生领袖城,黄陂,盘龙城,盘龙大道,6613元/㎡,74万
"ONE39三房钥匙看房琨瑜府泛悦城旁,诚心出售南北通透",3,2,1,101.5㎡,南北,低层(共45层),2018年建造,光谷ONE39,洪山,光谷广场,高新大道229号,15474元/㎡,157万
南北通透 3室2厅 企业力荐好房诚意出售,3,2,2,118.77㎡,南北,低层(共32层),2016年建造,恒达盘龙湾荷苑,黄陂,盘龙城,盘龙大道48号,6960元/㎡,83万
正南 3室2厅 精装修,3,2,1,91.39㎡,南,高层(共13层),2017年建造,新力帝泊湾,黄陂,盘龙城,兴龙路,7869元/㎡,72万
  房源！  维护！谈签找我佣金可少烽云边户已做三房价格满二,3,2,1,89.52㎡,南北,中层(共30层),2017年建造,烽云慧城,洪山,光谷东,佛祖岭东街1号,13205元/㎡,118万
盘龙城中百仓储，凤凰层南北通透，精装三房，证满五  ,3,2,2,111.9㎡,南北,高层(共11层),2004年建造,名流人和天地怡和园,黄陂,盘龙城,巨龙大道88号,6353元/㎡,71万
王钦紫薇花园精装3房，户型方正公摊低，地铁  江滩在门口!,3,2,1,109.64㎡,南,中层(共6层),2006年建造,紫薇花园,硚口,古田,古田四路9号,14702元/㎡,161万
满五   南北通透 3室1厅 精装修,3,1,2,107.86㎡,南北,高层(共6层),2002年建造,钢都花园124街坊,青山,余家头,友谊大道,13029元/㎡,141万
正南 2室1厅 精装修,2,1,1,77.54㎡,南,低层(共10层),2017年建造,恒大龙城(二期),黄陂,盘龙城,航城东路19号,7036元/㎡,55万
万科金色城市17地块 南北通透随时看房 带储物间 看房方便,2,2,1,87.12㎡,南北,高层(共34层),2013年建造,万科金色城市17地块,洪山,白沙洲,江州路,12809元/㎡,112万
华润葛洲坝琨瑜府 毛坯房 随时看房,3,2,2,117㎡,南北,高层(共57层),2019年建造,琨瑜府(三期),洪山,关山,光谷创业街,20842元/㎡,244万
必看好房香颂三期全屋精装带地暖双卫阳台已封即将满二....,3,2,2,106.49㎡,南北,低层(共25层),2020年建造,保利香颂,汉阳,升官渡,四新大道,14749元/㎡,157万
电梯房 王家湾中央生活区 3室2厅 93平 采光好 周边商圈,3,2,1,93.42㎡,南北,低层(共30层),2015年建造,王家湾中央生活区,汉阳,王家湾,汉阳大道,12830元/㎡,120万
正南 3室2厅 精装修,3,2,2,129.96㎡,南,高层(共32层),2021年建造,汇悦天地(三期),江岸,后湖,和谐大道596号,15583元/㎡,203万
南北通透 3室2厅 精装修,3,2,1,94.74㎡,南北,高层(共45层),2015年建造,国际百纳,江岸,后湖,中一路36号,18148元/㎡,172万
满五   正南 3室2厅,3,2,1,99.67㎡,南,高层(共31层),2007年建造,领秀城(一期),洪山,卓刀泉,雄楚大道489号,19738元/㎡,197万
恒大城 老证 单价低 总价低 税费低 东南看湖,2,2,1,84㎡,南北,高层(共33层),2015年建造,武汉恒大城(二期),东西湖,金银湖,柏环一路,7676元/㎡,64万
万科金域蓝湾精装 老证 南北通透 产权清晰,3,2,2,104.93㎡,南,低层(共18层),2014年建造,万科金域蓝湾,沌口开发区,江汉大学,三角湖路8号,14574元/㎡,153万
万科汉口传奇悦庭 精装三房 采光充足 房子诚心出售,3,2,1,88.43㎡,南,低层(共40层),2017年建造,万科汉口传奇悦庭,江汉,汉口火车站,新华路699号,18695元/㎡,165万
坐标城 精装二室 小区性价比  ,2,2,1,93.5㎡,南,高层(共7层),2005年建造,光谷坐标城,洪山,光谷软件园,关山大道519号,18301元/㎡,171万
急售 中建品质  好楼层 三开间朝南 大阳台可看小区花园,3,2,2,113.15㎡,南,低层(共31层),2022年建造,中建星光城(二期),洪山,九峰山森林公园,光谷三路59号,15692元/㎡,177万
正南 2室2厅 企业力荐好房诚意出售,2,2,1,89.46㎡,南,低层(共11层),2004年建造,名流人和天地怡和园,黄陂,盘龙城,巨龙大道88号,6006元/㎡,54万
正南 3室2厅 企业力荐好房诚意出售,3,2,2,116.02㎡,南,低层(共6层),2000年建造,常青花园四区,东西湖,常青花园,学府北路65号,12468元/㎡,145万
江汉大学旁 地铁口 115万买湖景毛坯大三房 超高性价比,3,2,2,124.11㎡,南北,高层(共11层),2005年建造,江大园,沌口开发区,江汉大学,博学路1号,6994元/㎡,87万
精装 拎包住 下楼就是   四期 送车位 家电 老证,2,2,1,91.56㎡,南,中层(共22层),2005年建造,新华家园,江汉,杨汊湖,姑嫂树路11号,16702元/㎡,153万
次新房轻轨旁电梯高层非顶楼挂头户型全明通透两梯四户重新精装,3,2,2,115.44㎡,南北,高层(共33层),2019年建造,幸福湾星澜,江岸,百步亭,解放大道2901号,13319元/㎡,154万
正南 3室2厅 精装修,3,2,2,126.31㎡,南,低层(共47层),2021年建造,东原启城(三四期),洪山,白沙洲,烽胜路,11715元/㎡,148万
